time,x,y,z
22.337,0.7864664959089663,-0.00023436306529465956,-0.0010020404202431485
22.37,0.7897619299983001,-0.00023948765831946175,-0.001002035533322461
22.404,0.7931567111397455,-0.00024474500463493007,-0.001001993194750618
22.437,0.7964517020910936,-0.00024981863328108156,-0.0010019300655856808
22.47,0.7997471219730855,-0.00025486027508988244,-0.0010018711183379936
22.504,0.8031429297122963,-0.00026002451491728885,-0.00100182348844342
22.537,0.8064394213444491,-0.0002650122800774932,-0.0010017881639839687
22.57,0.809736490396468,-0.0002699820878247454,-0.0010017618791509468
22.604,0.813134081548881,-0.0002750922063264512,-0.001001733920371322
22.637,0.8164323433166348,-0.00028004750166134675,-0.0010017162459186706
22.67,0.819731196958448,-0.00028500546522277395,-0.001001704957920898
22.704,0.8231306524284131,-0.0002901258471941635,-0.0010017016935512102
22.737,0.826430751019418,-0.00029511401865256774,-0.0010017052949897465
22.77,0.8297314740957321,-0.0003001282708588924,-0.001001717601710684
22.804,0.8331328771535245,-0.00030532957707147385,-0.001001739265504207
22.837,0.8364348840182555,-0.00031042061315592366,-0.0010017658893981332
22.87,0.8397375338644708,-0.00031556092219006454,-0.001001800774190379
22.904,0.8431409435106864,-0.00032091532644550806,-0.001001841675297939
22.937,0.8464449114725778,-0.00032617373044158685,-0.001001890703602678
22.97,0.8497495132899519,-0.00033149837097735545,-0.0010019491323741483
23.004,0.853154869538071,-0.0003370564302466617,-0.0010020237481935222
23.037,0.856460419744511,-0.0003425270601204768,-0.0010020999088429586
23.07,0.8597657128639233,-0.00034806182249644166,-0.001002159404303267
23.104,0.8631705939698124,-0.0003538233710832804,-0.0010022178646703316
23.137,0.8664745544714255,-0.00035946645577507417,-0.0010022754341568081
23.17,0.8697774756774588,-0.00036515394087041164,-0.0010023383569110964
23.204,0.8731787158495707,-0.00037112024663852456,-0.0010024284877281353
23.237,0.8764737495235322,-0.0003771040800595283,-0.0010025261874902769
23.27,0.8797361095865504,-0.00038380006063394514,-0.0010019162758169234
23.304,0.8830907936251793,-0.00038982401079379016,-0.0010015403764955383
23.337,0.886390751211363,-0.0003967233680727051,-0.0010020995811707116
23.37,0.889686389759603,-0.0004034629063476511,-0.00100205790784208
23.404,0.8930816436548945,-0.0004103983339118592,-0.0010020349533084692
23.437,0.8963766045287171,-0.0004171064466329781,-0.0010019982584873535
23.47,0.8996715476358595,-0.0004237856850557119,-0.001001936890413252
23.504,0.9030667731222788,-0.0004306344291096943,-0.0010018746240416307
23.537,0.9063626430415185,-0.00043725141274190987,-0.0010018271044340138
23.57,0.909659061286952,-0.0004438427903554113,-0.0010017904592715537
23.604,0.9130559727209809,-0.000450612662538496,-0.0010017622867009267
23.637,0.9163535681666566,-0.0004571700907986819,-0.0010017351088079975
23.67,0.919651753617872,-0.0004637200173076508,-0.00100171617927481
23.704,0.9230505043681687,-0.0004704674256628108,-0.0010017038184327136
23.737,0.9263499070152232,-0.00047702298260641725,-0.0010017011789589317
23.77,0.9296499276753436,-0.00048359258772005586,-0.0010017022615288577
23.804,0.9330506039594122,-0.0004903823976739744,-0.0010017138336877417
23.837,0.9363519002943146,-0.0004970003472520589,-0.0010017345246779892
23.87,0.9396538339136683,-0.0005036550395174784,-0.0010017592635618057
23.904,0.9430564987952358,-0.0005105560093986324,-0.001001795054984135
23.937,0.9463597467942018,-0.0005173041554070824,-0.0010018338829007878
23.97,0.9496636462013162,-0.0005241071685115064,-0.0010018814703316205
24.004,0.953068330590595,-0.0005311798841188362,-0.00100194070184784
24.037,0.9563734832968495,-0.0005381105417626462,-0.0010020120871116409
24.07,0.9596790316626487,-0.0005451089958931936,-0.0010020901264708795
24.104,0.9630845333383109,-0.0005523852172164021,-0.0010021527841825514
24.137,0.9663893396420423,-0.0005595038333944694,-0.001002209938337939
24.17,0.9696934034920679,-0.0005666724092619993,-0.0010022676236599928
24.204,0.9730965391628686,-0.000574104827901939,-0.0010023316594199756
24.237,0.9763979842608796,-0.0005814050381266736,-0.0010024150755854472
24.27,0.9796944423025413,-0.0005888256663287018,-0.0010025230598287062
24.304,0.9830604521536378,-0.0005972477247931787,-0.0010020689455837034
24.337,0.9863119591641294,-0.0006046061881156687,-0.0010014256146429514
24.37,0.9896108019208568,-0.0006131842203693175,-0.001002237750263403
24.404,0.9930057956031619,-0.0006218952723089193,-0.001002090704003162
24.437,0.9963011102308634,-0.0006303406944543049,-0.00100203483104477
24.47,0.9995961071771751,-0.0006387642173109725,-0.0010020030757774898
24.504,1.0029908612193317,-0.0006474120209037706,-0.001001942201893806
24.537,1.0062861748647707,-0.0006557745408454212,-0.001001880421786703
24.57,1.0095819776181614,-0.0006641066182098051,-0.00100183151508473
24.604,1.0129782222272175,-0.0006726639214488129,-0.001001792667649961
24.637,1.0162751589797197,-0.000680947953566112,-0.00100176439654966
24.67,1.0195726797759546,-0.0006892171432848136,-0.0010017374184767662
24.704,1.0229707416835243,-0.0006977274351867793,-0.001001716763603111
24.737,1.0262694628588775,-0.0007059845540355658,-0.0010017042244091154
24.77,1.0295687878540813,-0.0007142457403159654,-0.001001699607081647
24.804,1.0329687379307089,-0.0007227693663196786,-0.0010017006885982734
24.837,1.0362693252687722,-0.0007310598519989024,-0.0010017110059256477
24.87,1.0395705434303493,-0.0007393745619915363,-0.0010017303963347109
